cartodb_id,the_geom,the_geom_webmercator,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,_feature_count
512338,0101000020E6100000FA6184F068630BC0A5A0DB4B1AE31B40,0101000020110F00006DC604EBCA4217C12F7E6E9042BE2741,6.97178,-3.42354,333.2,0.4,0.5,2017-10-22,1354,N,nominal,1.0NRT,297.3,5.1,D,1
512340,0101000020E610000016C1FF56B22313C091ED7C3F355E1B40,0101000020110F0000D6CE805B504120C140D61140914C2741,6.842,-4.78486,333.9,0.5,0.4,2017-10-22,1354,N,nominal,1.0NRT,294.1,5.2,D,1
512341,0101000020E61000000EF8FC3042B813C078B988EFC44C1B40,0101000020110F0000B65F25D27CBF20C153C3C394A63D2741,6.82497,-4.92994,340.1,0.5,0.4,2017-10-22,1354,N,nominal,1.0NRT,296.9,5.5,D,1
512342,0101000020E6100000D36A48DC636914C0B493C151F24A1B40,0101000020110F0000F76E73E9EC5521C190B3C874173C2741,6.82319,-5.10292,344.9,0.5,0.4,2017-10-22,1354,N,nominal,1.0NRT,299,9.7,D,1
512343,0101000020E6100000179F02603CE313C018096D3997621B40,0101000020110F00004ACF9BFAFCE320C1DA46F3FB50502741,6.84628,-4.97191,338.3,0.5,0.4,2017-10-22,1354,N,nominal,1.0NRT,297.1,5.3,D,1
512344,0101000020E61000006EFAB31F29E213C0DBA2CC0699641B40,0101000020110F0000F818403513E320C1393FCA7D08522741,6.84824,-4.97086,336.4,0.5,0.4,2017-10-22,1354,N,nominal,1.0NRT,295.7,6.2,D,1
512345,0101000020E610000011DF89592FE620C05AF5B9DA8A7D1A40,0101000020110F0000C420D3E275B42CC1ED9716136F8C2641,6.6226,-8.44958,326.6,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,295.9,1.8,D,1
512380,0101000020E6100000833463D174561BC050AA7D3A1E531F40,0101000020110F00009DD0F088CA3727C16D24DCC3F1AF2A41,7.83117,-6.83443,335.3,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,296.1,1.9,D,1
512384,0101000020E610000025E99AC937BB1CC0B1A71DFE9A6C1F40,0101000020110F00003D94C3F4C96628C138B67295CBC52A41,7.85606,-7.18283,338.3,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,293.7,4.4,D,1
512389,0101000020E610000014AE47E17AB41EC09487855AD34C2040,0101000020110F0000AACF7E7BE8132AC195FB010AFDC72B41,8.15005,-7.67625,339.4,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,289.7,4.4,D,1
512395,0101000020E61000004BEA043411561CC010E9B7AF03672140,0101000020110F0000122D71ADE11028C184C77EDB8BAC2D41,8.7012,-7.08405,337.7,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,298.4,4.4,D,1
512398,0101000020E61000008FE4F21FD26F10C0AD69DE718A4E2240,0101000020110F0000062BCE3468EB1BC13924140AA43A2F41,9.1534,-4.1092,334.3,0.4,0.5,2017-10-22,1354,N,nominal,1.0NRT,299.3,2.1,D,1
512407,0101000020E61000002B6A300DC3271EC086200725CCA42140,0101000020110F0000EA66FD6E659C29C1F7F247E9BA162E41,8.82187,-7.53883,337.2,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,299.9,5.3,D,1
512424,0101000020E610000029CB10C7BA1810C01092054CE0362340,0101000020110F00001ECEC45079571BC15ACE0A5751653041,9.60718,-4.02415,344,0.4,0.5,2017-10-22,1354,N,nominal,1.0NRT,302.4,6.5,D,1
512456,0101000020E610000057091687335F1FC0E197FA7953812340,0101000020110F0000655479DAE6A42AC1F9B1F21976A53041,9.75259,-7.84297,338.9,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,298,5.4,D,1
512458,0101000020E6100000325A475513E41FC0B610E4A084992340,0101000020110F0000D494D77CC0152BC12B8A37744FBA3041,9.79984,-7.97273,336.9,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,298.4,3.3,D,1
512483,0101000020E61000000B293FA9F6091FC0EFE192E34ED92340,0101000020110F000016447462825C2AC19A8ECDC64CF13041,9.92443,-7.75973,334.7,0.4,0.4,2017-10-22,1354,N,nominal,1.0NRT,300.5,4,D,1
